TransactionID,Date,CustomerID,TransactionType,Channel,Amount,Segment,Branch,MerchantCategory,PaymentMethod,Currency,Status,TimeOfDay
BTD02067,2025-03-07,ASR5583,Transfer,ATM,8332583,Regular,Makassar,Utilities,QRIS,KRW,Success,Evening
BTD02068,2025-03-07,ASR6684,Deposit,Internet Banking,657486,Premium,Bandung,Fashion,Credit Card,USD,Success,Morning
BTD02069,2025-03-07,ASR9950,Deposit,Mobile Apps,8709742,Corporate,Jakarta,Utilities,Credit Card,KRW,Pending,Evening
BTD02070,2025-03-07,ASR0590,Transfer,Teller,2364500,Premium,Makassar,Entertainment,Credit Card,IDR,Failed,Evening
BTD02071,2025-03-07,ASR5775,Transfer,Teller,4339043,Premium,Medan,Electronics,Virtual Account,KRW,Pending,Morning
BTD02072,2025-03-07,ASR9907,Deposit,Teller,7287743,Corporate,Jayapura,Utilities,Debit Card,CNY,Failed,Evening
BTD02073,2025-03-07,ASR2893,Transfer,Mobile Apps,13302021,Corporate,Manado,Electronics,Credit Card,THB,Success,Evening
BTD02074,2025-03-07,ASR9416,Deposit,Teller,8684919,Corporate,Bandung,Food,QRIS,CNY,Failed,Evening
BTD02075,2025-03-07,ASR8358,Transfer,Mobile Apps,2469290,Regular,Bandung,Fashion,Credit Card,KRW,Pending,Evening
BTD02076,2025-03-07,ASR8910,Withdrawal,Mobile Apps,8505518,Corporate,Manado,Entertainment,Debit Card,SAR,Success,Morning
BTD02077,2025-03-07,ASR2697,Transfer,Mobile Apps,1288299,Premium,Bandung,Fashion,Credit Card,EUR,Success,Afternoon
BTD02078,2025-03-07,ASR3613,Deposit,Internet Banking,12227500,Regular,Palembang,Utilities,QRIS,IDR,Pending,Night
BTD02079,2025-03-07,ASR6207,Withdrawal,Mobile Apps,10399500,Corporate,Jayapura,Utilities,QRIS,IDR,Success,Night
BTD02080,2025-03-07,ASR2133,Withdrawal,ATM,697202,Premium,Palembang,Food,Virtual Account,USD,Success,Afternoon
BTD02081,2025-03-07,ASR5088,Withdrawal,Internet Banking,9916099,Premium,Medan,Food,Credit Card,USD,Pending,Evening
BTD02082,2025-03-07,ASR1593,Deposit,Teller,4054421,Premium,Surabaya,Electronics,Debit Card,THB,Success,Night
BTD02083,2025-03-08,ASR0098,Transfer,ATM,11352908,Corporate,Jakarta,Electronics,Credit Card,SAR,Failed,Morning
BTD02084,2025-03-08,ASR7322,Deposit,Internet Banking,4798040,Corporate,Bandung,Entertainment,Debit Card,EUR,Success,Morning
BTD02085,2025-03-08,ASR0233,Transfer,Internet Banking,10661113,Regular,Bandung,Electronics,QRIS,AUD,Pending,Night
BTD02086,2025-03-08,ASR6817,Payment,Teller,4669000,Premium,Jakarta,Fashion,Debit Card,IDR,Success,Evening
BTD02087,2025-03-08,ASR1104,Withdrawal,ATM,11494200,Regular,Jayapura,Utilities,Debit Card,USD,Pending,Evening
BTD02088,2025-03-08,ASR1200,Payment,ATM,3913079,Premium,Pontianak,Food,QRIS,USD,Success,Evening
BTD02089,2025-03-08,ASR5180,Payment,Internet Banking,14249727,Corporate,Bandung,Electronics,QRIS,AUD,Success,Evening
BTD02090,2025-03-08,ASR4687,Deposit,Internet Banking,10204154,Corporate,Balikpapan,Utilities,Debit Card,THB,Pending,Evening
BTD02091,2025-03-08,ASR5763,Payment,ATM,14213944,Regular,Surabaya,Food,Credit Card,EUR,Pending,Night
BTD02092,2025-03-08,ASR3684,Withdrawal,Mobile Apps,8798567,Corporate,Surabaya,Food,Debit Card,EUR,Pending,Afternoon
BTD02093,2025-03-08,ASR6277,Withdrawal,Internet Banking,10074668,Corporate,Denpasar,Fashion,QRIS,THB,Failed,Afternoon
BTD02094,2025-03-08,ASR4853,Payment,Internet Banking,13726562,Regular,Makassar,Utilities,Virtual Account,THB,Success,Evening
BTD02095,2025-03-08,ASR8322,Payment,Internet Banking,8156771,Regular,Manado,Fashion,Virtual Account,SGD,Success,Night
BTD02096,2025-03-09,ASR0006,Transfer,Mobile Apps,2656347,Regular,Palembang,Fashion,Debit Card,JPY,Success,Afternoon
BTD02097,2025-03-09,ASR3066,Withdrawal,Teller,11032049,Corporate,Pontianak,Food,Virtual Account,SGD,Failed,Evening
BTD02098,2025-03-09,ASR5451,Payment,Teller,4504176,Corporate,Denpasar,Entertainment,Debit Card,THB,Pending,Evening
BTD02099,2025-03-09,ASR6475,Withdrawal,Mobile Apps,316222,Premium,Medan,Food,Credit Card,USD,Pending,Morning
BTD02100,2025-03-09,ASR5787,Transfer,Internet Banking,60719,Regular,Jakarta,Electronics,Debit Card,THB,Pending,Afternoon
BTD02101,2025-03-09,ASR1256,Payment,Teller,10039387,Corporate,Manado,Fashion,Debit Card,SAR,Success,Night
BTD02102,2025-03-09,ASR5387,Transfer,Mobile Apps,13836002,Premium,Jayapura,Fashion,Virtual Account,JPY,Pending,Evening
BTD02103,2025-03-09,ASR3801,Transfer,ATM,6018841,Regular,Bandung,Fashion,Credit Card,MYR,Failed,Evening
BTD02104,2025-03-09,ASR3204,Deposit,Mobile Apps,6982662,Regular,Palembang,Food,Virtual Account,CNY,Success,Evening
BTD02105,2025-03-09,ASR5859,Deposit,ATM,8558483,Premium,Makassar,Electronics,Credit Card,USD,Failed,Afternoon
BTD02106,2025-03-09,ASR6680,Transfer,Mobile Apps,4212874,Regular,Bandung,Electronics,QRIS,MYR,Success,Afternoon
BTD02107,2025-03-09,ASR6983,Payment,Mobile Apps,9410824,Corporate,Surabaya,Entertainment,Credit Card,EUR,Pending,Afternoon
BTD02108,2025-03-09,ASR7396,Deposit,ATM,6921619,Premium,Denpasar,Utilities,Credit Card,JPY,Pending,Evening
BTD02109,2025-03-09,ASR1565,Deposit,Teller,7688500,Regular,Medan,Food,Debit Card,IDR,Failed,Evening
BTD02110,2025-03-09,ASR5441,Deposit,Internet Banking,7701500,Corporate,Pontianak,Food,Virtual Account,IDR,Failed,Afternoon
BTD02111,2025-03-09,ASR7531,Deposit,Internet Banking,8836298,Premium,Makassar,Electronics,QRIS,SAR,Success,Night
BTD02112,2025-03-09,ASR6814,Deposit,Internet Banking,2493985,Regular,Palembang,Utilities,QRIS,USD,Success,Evening
BTD02113,2025-03-09,ASR8079,Transfer,Mobile Apps,11497123,Corporate,Bandung,Fashion,Virtual Account,SAR,Success,Afternoon
BTD02114,2025-03-09,ASR7318,Withdrawal,Teller,14649325,Corporate,Balikpapan,Entertainment,QRIS,SAR,Pending,Afternoon
BTD02115,2025-03-09,ASR3382,Payment,Mobile Apps,6291368,Corporate,Surabaya,Fashion,QRIS,THB,Failed,Morning
BTD02116,2025-03-09,ASR2881,Withdrawal,Teller,5343773,Corporate,Surabaya,Food,Virtual Account,USD,Pending,Night
BTD02117,2025-03-09,ASR5358,Transfer,Mobile Apps,8665055,Corporate,Palembang,Utilities,Credit Card,SAR,Pending,Evening
BTD02118,2025-03-09,ASR7462,Deposit,ATM,99000,Premium,Surabaya,Electronics,Debit Card,IDR,Failed,Night
BTD02119,2025-03-09,ASR6967,Deposit,Internet Banking,9583094,Corporate,Pontianak,Utilities,QRIS,SGD,Pending,Morning
BTD02120,2025-03-09,ASR9814,Deposit,Internet Banking,8471256,Corporate,Balikpapan,Food,QRIS,AUD,Failed,Afternoon
BTD02121,2025-03-09,ASR2580,Payment,Internet Banking,1719016,Premium,Palembang,Food,Debit Card,KRW,Failed,Morning
BTD02122,2025-03-09,ASR0330,Deposit,ATM,12809044,Corporate,Manado,Entertainment,Virtual Account,AUD,Success,Evening
BTD02123,2025-03-09,ASR8941,Deposit,Internet Banking,13033500,Regular,Surabaya,Fashion,Credit Card,IDR,Success,Evening
BTD02124,2025-03-09,ASR7172,Payment,Mobile Apps,2017744,Corporate,Makassar,Entertainment,Debit Card,JPY,Pending,Night
BTD02125,2025-03-09,ASR6909,Withdrawal,Mobile Apps,6205621,Regular,Balikpapan,Electronics,Credit Card,KRW,Failed,Night
BTD02126,2025-03-09,ASR8771,Withdrawal,ATM,12088345,Premium,Palembang,Entertainment,Virtual Account,AUD,Pending,Morning
BTD02127,2025-03-09,ASR7184,Withdrawal,Internet Banking,9029586,Premium,Jayapura,Utilities,Debit Card,KRW,Success,Night
BTD02128,2025-03-09,ASR1224,Withdrawal,Teller,7277970,Corporate,Balikpapan,Utilities,QRIS,AUD,Failed,Night
BTD02129,2025-03-09,ASR3866,Transfer,Teller,9680024,Premium,Pontianak,Electronics,Credit Card,USD,Pending,Afternoon
BTD02130,2025-03-09,ASR8598,Withdrawal,Teller,7855246,Premium,Makassar,Utilities,Virtual Account,AUD,Pending,Afternoon
BTD02131,2025-03-09,ASR7235,Withdrawal,ATM,12974624,Corporate,Manado,Electronics,QRIS,SGD,Pending,Night
BTD02132,2025-03-09,ASR8015,Deposit,Mobile Apps,9576325,Regular,Pontianak,Utilities,QRIS,THB,Failed,Night
BTD02133,2025-03-09,ASR7744,Deposit,Mobile Apps,3042223,Regular,Denpasar,Utilities,Debit Card,JPY,Failed,Night
BTD02134,2025-03-09,ASR9982,Transfer,Internet Banking,8528238,Corporate,Balikpapan,Utilities,Credit Card,MYR,Pending,Night
BTD02135,2025-03-09,ASR3315,Deposit,Mobile Apps,8922209,Regular,Jakarta,Utilities,Virtual Account,KRW,Pending,Morning
BTD02136,2025-03-09,ASR4130,Withdrawal,ATM,3457158,Corporate,Balikpapan,Entertainment,QRIS,SGD,Pending,Night
BTD02137,2025-03-09,ASR2001,Transfer,Teller,14388000,Corporate,Palembang,Fashion,Debit Card,IDR,Success,Morning
BTD02138,2025-03-10,ASR0262,Payment,Mobile Apps,11898934,Corporate,Surabaya,Fashion,Credit Card,USD,Pending,Night
BTD02139,2025-03-10,ASR0271,Payment,ATM,14141368,Regular,Jayapura,Utilities,Credit Card,USD,Success,Morning
BTD02140,2025-03-10,ASR2850,Withdrawal,Mobile Apps,10125778,Regular,Jayapura,Electronics,Credit Card,USD,Success,Morning
BTD02141,2025-03-10,ASR4815,Deposit,Internet Banking,3355366,Corporate,Denpasar,Fashion,Debit Card,JPY,Pending,Night
BTD02142,2025-03-10,ASR0109,Transfer,Internet Banking,9514244,Regular,Bandung,Fashion,Debit Card,THB,Pending,Night
BTD02143,2025-03-10,ASR2837,Transfer,Mobile Apps,5774823,Corporate,Balikpapan,Fashion,Virtual Account,MYR,Failed,Evening
BTD02144,2025-03-10,ASR1017,Transfer,Teller,10640689,Regular,Jakarta,Fashion,QRIS,THB,Pending,Afternoon
BTD02145,2025-03-10,ASR8430,Withdrawal,Internet Banking,4845527,Regular,Denpasar,Food,Credit Card,SAR,Pending,Evening
BTD02146,2025-03-10,ASR6335,Transfer,ATM,10727240,Premium,Surabaya,Food,Credit Card,KRW,Pending,Evening
BTD02147,2025-03-10,ASR1398,Deposit,ATM,12120012,Corporate,Bandung,Food,Virtual Account,SGD,Pending,Morning
BTD02148,2025-03-10,ASR7980,Deposit,Teller,9272665,Premium,Makassar,Entertainment,Virtual Account,KRW,Pending,Afternoon
BTD02149,2025-03-10,ASR2135,Deposit,Teller,10843199,Premium,Jayapura,Electronics,Credit Card,SGD,Pending,Evening
BTD02150,2025-03-10,ASR9371,Withdrawal,Internet Banking,13213365,Regular,Bandung,Food,QRIS,MYR,Pending,Evening
BTD02151,2025-03-10,ASR4091,Deposit,Internet Banking,4188052,Regular,Medan,Electronics,QRIS,SGD,Success,Evening
BTD02152,2025-03-10,ASR5747,Deposit,Mobile Apps,13240845,Corporate,Jayapura,Food,Virtual Account,SAR,Success,Night
BTD02153,2025-03-10,ASR9217,Payment,ATM,10676859,Premium,Balikpapan,Fashion,Virtual Account,KRW,Success,Night
BTD02154,2025-03-10,ASR8356,Payment,Internet Banking,12929549,Regular,Jakarta,Electronics,Virtual Account,THB,Failed,Night
BTD02155,2025-03-10,ASR5815,Withdrawal,Internet Banking,5584225,Premium,Bandung,Food,Credit Card,THB,Failed,Morning
BTD02156,2025-03-10,ASR4638,Transfer,Internet Banking,11868399,Premium,Pontianak,Utilities,Virtual Account,THB,Pending,Evening
BTD02157,2025-03-10,ASR3485,Payment,Internet Banking,7120313,Corporate,Denpasar,Food,QRIS,MYR,Failed,Afternoon
BTD02158,2025-03-10,ASR0200,Payment,ATM,776303,Regular,Surabaya,Entertainment,QRIS,KRW,Pending,Afternoon
BTD02159,2025-03-10,ASR8589,Deposit,Teller,5339151,Premium,Jakarta,Food,QRIS,THB,Failed,Evening
BTD02160,2025-03-10,ASR2915,Withdrawal,ATM,66798,Regular,Jakarta,Food,Credit Card,USD,Failed,Evening
BTD02161,2025-03-10,ASR1755,Withdrawal,Internet Banking,9544504,Regular,Makassar,Entertainment,Credit Card,MYR,Failed,Afternoon
BTD02162,2025-03-10,ASR2497,Deposit,Teller,12591000,Premium,Surabaya,Utilities,Debit Card,IDR,Pending,Morning
BTD02163,2025-03-10,ASR9897,Deposit,Internet Banking,14027506,Premium,Makassar,Food,QRIS,AUD,Success,Evening
BTD02164,2025-03-10,ASR9801,Withdrawal,Internet Banking,3279871,Premium,Medan,Entertainment,Debit Card,JPY,Failed,Evening
BTD02165,2025-03-10,ASR6321,Payment,Internet Banking,6419475,Regular,Denpasar,Entertainment,QRIS,EUR,Pending,Morning
BTD02166,2025-03-10,ASR1925,Deposit,Mobile Apps,7714472,Corporate,Palembang,Food,Debit Card,EUR,Pending,Morning
BTD02167,2025-03-10,ASR9376,Withdrawal,ATM,12278306,Premium,Jayapura,Electronics,Credit Card,EUR,Success,Evening
BTD02168,2025-03-10,ASR4554,Deposit,ATM,8902047,Corporate,Denpasar,Electronics,Virtual Account,CNY,Pending,Night
BTD02169,2025-03-10,ASR1144,Payment,Mobile Apps,13351047,Regular,Bandung,Entertainment,Debit Card,JPY,Failed,Morning
BTD02170,2025-03-10,ASR9926,Withdrawal,ATM,75506,Regular,Denpasar,Entertainment,Debit Card,USD,Failed,Night
BTD02171,2025-03-10,ASR0642,Withdrawal,Internet Banking,12460053,Premium,Jayapura,Entertainment,Credit Card,SGD,Failed,Morning
BTD02172,2025-03-10,ASR7101,Transfer,ATM,7645952,Regular,Makassar,Entertainment,Virtual Account,USD,Pending,Afternoon
BTD02173,2025-03-10,ASR4522,Withdrawal,Mobile Apps,13259092,Premium,Surabaya,Utilities,Debit Card,EUR,Failed,Night
BTD02174,2025-03-10,ASR4865,Deposit,Mobile Apps,6480976,Premium,Bandung,Food,Credit Card,CNY,Success,Morning
BTD02175,2025-03-10,ASR6587,Transfer,Teller,13873026,Regular,Pontianak,Fashion,Credit Card,JPY,Success,Afternoon
BTD02176,2025-03-10,ASR9671,Withdrawal,Mobile Apps,5763058,Regular,Makassar,Entertainment,QRIS,EUR,Failed,Night
BTD02177,2025-03-10,ASR9374,Deposit,ATM,2651123,Corporate,Surabaya,Food,Virtual Account,JPY,Success,Night
BTD02178,2025-03-10,ASR7457,Deposit,ATM,950441,Regular,Balikpapan,Utilities,Credit Card,THB,Failed,Afternoon
BTD02179,2025-03-10,ASR2764,Payment,Internet Banking,7468769,Corporate,Palembang,Fashion,Virtual Account,JPY,Failed,Afternoon
BTD02180,2025-03-10,ASR5633,Deposit,Internet Banking,6657849,Corporate,Denpasar,Utilities,Credit Card,MYR,Failed,Afternoon
BTD02181,2025-03-10,ASR9047,Transfer,ATM,6392724,Corporate,Bandung,Electronics,Credit Card,USD,Pending,Evening
BTD02182,2025-03-10,ASR4267,Payment,Mobile Apps,4863517,Regular,Makassar,Entertainment,Debit Card,SAR,Failed,Night
BTD02183,2025-03-10,ASR0399,Deposit,ATM,1600270,Corporate,Denpasar,Fashion,Credit Card,SAR,Pending,Night
BTD02184,2025-03-10,ASR9064,Deposit,Internet Banking,2315807,Premium,Jakarta,Utilities,Credit Card,JPY,Success,Evening
BTD02185,2025-03-10,ASR5339,Withdrawal,ATM,2911336,Regular,Pontianak,Electronics,Credit Card,THB,Pending,Morning
BTD02186,2025-03-11,ASR2138,Transfer,ATM,5956064,Corporate,Surabaya,Food,Virtual Account,THB,Pending,Night
BTD02187,2025-03-11,ASR4521,Withdrawal,Teller,7030367,Regular,Jayapura,Food,Debit Card,THB,Failed,Morning
BTD02188,2025-03-11,ASR2708,Deposit,Mobile Apps,13750663,Premium,Pontianak,Entertainment,QRIS,SGD,Failed,Afternoon
BTD02189,2025-03-11,ASR3830,Withdrawal,Internet Banking,3791761,Regular,Jayapura,Food,Credit Card,MYR,Pending,Night
BTD02190,2025-03-11,ASR1714,Transfer,Teller,10543005,Regular,Jayapura,Electronics,Credit Card,CNY,Success,Morning
BTD02191,2025-03-11,ASR8763,Transfer,Mobile Apps,161975,Regular,Jayapura,Fashion,QRIS,AUD,Success,Morning
BTD02192,2025-03-11,ASR7041,Transfer,Teller,13533549,Corporate,Makassar,Fashion,Virtual Account,SGD,Success,Morning
BTD02193,2025-03-11,ASR9814,Withdrawal,ATM,2992432,Regular,Surabaya,Fashion,Debit Card,CNY,Pending,Evening
BTD02194,2025-03-11,ASR2480,Withdrawal,Internet Banking,8699784,Regular,Jayapura,Fashion,Debit Card,JPY,Pending,Night
BTD02195,2025-03-11,ASR2950,Deposit,Mobile Apps,5941590,Premium,Jakarta,Utilities,Credit Card,USD,Success,Afternoon
BTD02196,2025-03-11,ASR5152,Withdrawal,Mobile Apps,892076,Premium,Jakarta,Utilities,Debit Card,EUR,Pending,Afternoon
BTD02197,2025-03-11,ASR5007,Payment,Mobile Apps,8984706,Corporate,Balikpapan,Utilities,Virtual Account,SGD,Success,Morning
BTD02198,2025-03-11,ASR9115,Deposit,Mobile Apps,6096922,Corporate,Makassar,Food,Credit Card,EUR,Success,Night
BTD02199,2025-03-11,ASR0446,Payment,Teller,4451888,Regular,Jakarta,Electronics,Debit Card,THB,Success,Evening
BTD02200,2025-03-11,ASR7188,Deposit,Teller,2619957,Regular,Jakarta,Entertainment,QRIS,SGD,Failed,Afternoon
BTD02201,2025-03-11,ASR2754,Deposit,Internet Banking,3980359,Regular,Medan,Entertainment,QRIS,SGD,Failed,Night
BTD02202,2025-03-11,ASR2456,Payment,Internet Banking,11950500,Regular,Jakarta,Food,Debit Card,IDR,Failed,Afternoon
BTD02203,2025-03-11,ASR0922,Withdrawal,Mobile Apps,14285953,Premium,Denpasar,Electronics,Credit Card,KRW,Success,Evening
BTD02204,2025-03-11,ASR6021,Withdrawal,Teller,7024258,Premium,Medan,Entertainment,QRIS,MYR,Success,Morning
BTD02205,2025-03-11,ASR5148,Withdrawal,Mobile Apps,7559012,Regular,Surabaya,Fashion,Credit Card,AUD,Failed,Morning
BTD02206,2025-03-11,ASR9710,Payment,Mobile Apps,6181946,Corporate,Medan,Utilities,QRIS,SAR,Success,Evening
BTD02207,2025-03-11,ASR1494,Payment,Internet Banking,3698216,Corporate,Jakarta,Fashion,Virtual Account,AUD,Pending,Evening
BTD02208,2025-03-11,ASR7586,Withdrawal,Internet Banking,6015781,Regular,Palembang,Fashion,Credit Card,THB,Pending,Evening
BTD02209,2025-03-11,ASR5942,Payment,Mobile Apps,11828758,Premium,Denpasar,Utilities,Debit Card,JPY,Success,Evening
BTD02210,2025-03-11,ASR5185,Transfer,ATM,5404448,Corporate,Palembang,Fashion,Debit Card,THB,Failed,Evening
BTD02211,2025-03-11,ASR6863,Withdrawal,Teller,14802103,Corporate,Surabaya,Food,Debit Card,CNY,Pending,Night
BTD02212,2025-03-11,ASR1654,Deposit,ATM,9914065,Regular,Palembang,Electronics,Debit Card,SGD,Failed,Night
BTD02213,2025-03-11,ASR1894,Deposit,Internet Banking,4482174,Premium,Bandung,Food,Debit Card,SAR,Pending,Evening
BTD02214,2025-03-11,ASR7530,Transfer,ATM,9206008,Corporate,Balikpapan,Entertainment,Debit Card,SAR,Pending,Evening
BTD02215,2025-03-11,ASR5130,Deposit,Internet Banking,5244503,Premium,Palembang,Fashion,Credit Card,SGD,Pending,Morning
BTD02216,2025-03-11,ASR6874,Deposit,Internet Banking,6498152,Regular,Makassar,Entertainment,Credit Card,MYR,Success,Evening
BTD02217,2025-03-11,ASR3198,Deposit,Teller,14105357,Corporate,Makassar,Entertainment,Debit Card,KRW,Failed,Evening
BTD02218,2025-03-11,ASR7104,Deposit,Internet Banking,5208213,Premium,Palembang,Electronics,Virtual Account,CNY,Success,Night
BTD02219,2025-03-11,ASR4006,Transfer,ATM,12898000,Corporate,Pontianak,Fashion,Credit Card,IDR,Success,Night
BTD02220,2025-03-11,ASR2422,Withdrawal,Teller,10739934,Corporate,Denpasar,Food,Debit Card,CNY,Pending,Evening
BTD02221,2025-03-11,ASR2825,Withdrawal,Internet Banking,10901738,Premium,Denpasar,Utilities,Virtual Account,JPY,Pending,Night
BTD02222,2025-03-11,ASR0169,Transfer,Internet Banking,8377629,Regular,Jakarta,Entertainment,Debit Card,THB,Failed,Afternoon
BTD02223,2025-03-11,ASR3229,Withdrawal,Mobile Apps,4600500,Premium,Bandung,Utilities,QRIS,IDR,Pending,Morning
BTD02224,2025-03-11,ASR9272,Deposit,ATM,8907010,Regular,Surabaya,Fashion,Debit Card,SAR,Pending,Morning
BTD02225,2025-03-11,ASR8142,Transfer,Mobile Apps,3873183,Premium,Jayapura,Food,Debit Card,JPY,Failed,Afternoon
BTD02226,2025-03-11,ASR4163,Payment,ATM,7783979,Regular,Surabaya,Electronics,Debit Card,USD,Pending,Evening
BTD02227,2025-03-11,ASR9022,Payment,Teller,618661,Premium,Jayapura,Electronics,Debit Card,SGD,Pending,Afternoon
BTD02228,2025-03-11,ASR9220,Withdrawal,Internet Banking,12212298,Regular,Makassar,Entertainment,Credit Card,AUD,Failed,Night
BTD02229,2025-03-11,ASR8223,Transfer,Mobile Apps,12759122,Premium,Surabaya,Fashion,Virtual Account,KRW,Success,Afternoon
BTD02230,2025-03-11,ASR7879,Transfer,Internet Banking,10684000,Regular,Jayapura,Utilities,QRIS,IDR,Success,Night
BTD02231,2025-03-11,ASR3265,Payment,Internet Banking,7115000,Premium,Bandung,Fashion,Debit Card,IDR,Success,Evening
BTD02232,2025-03-11,ASR9872,Payment,ATM,14911249,Corporate,Jayapura,Fashion,Debit Card,USD,Pending,Evening
BTD02233,2025-03-11,ASR7785,Payment,Teller,3040283,Premium,Makassar,Electronics,QRIS,SAR,Failed,Morning
BTD02234,2025-03-11,ASR4699,Withdrawal,Internet Banking,53500,Premium,Jayapura,Utilities,QRIS,IDR,Failed,Morning
BTD02235,2025-03-12,ASR1360,Payment,Mobile Apps,8382456,Premium,Medan,Utilities,Virtual Account,KRW,Failed,Night
BTD02236,2025-03-12,ASR7312,Payment,ATM,8187500,Corporate,Jayapura,Electronics,QRIS,IDR,Success,Evening
BTD02237,2025-03-12,ASR3031,Payment,Teller,12596080,Regular,Jayapura,Entertainment,Credit Card,CNY,Pending,Morning
BTD02238,2025-03-12,ASR6243,Transfer,ATM,11664532,Premium,Bandung,Utilities,QRIS,EUR,Failed,Evening
BTD02239,2025-03-12,ASR5688,Payment,Teller,13593500,Premium,Jakarta,Food,Virtual Account,IDR,Failed,Morning
BTD02240,2025-03-12,ASR6487,Deposit,Mobile Apps,10406388,Regular,Manado,Electronics,Debit Card,SAR,Success,Night
BTD02241,2025-03-12,ASR8844,Deposit,Teller,2785331,Regular,Jayapura,Food,Virtual Account,THB,Success,Night
BTD02242,2025-03-12,ASR3616,Deposit,Internet Banking,6803982,Corporate,Denpasar,Utilities,Credit Card,SGD,Pending,Morning
BTD02243,2025-03-12,ASR6397,Payment,Mobile Apps,2667314,Premium,Jayapura,Entertainment,Virtual Account,THB,Failed,Night
BTD02244,2025-03-12,ASR4224,Deposit,Teller,14601768,Corporate,Surabaya,Food,Virtual Account,SAR,Success,Morning
BTD02245,2025-03-12,ASR8033,Deposit,Mobile Apps,3142698,Premium,Medan,Electronics,Credit Card,MYR,Success,Night
BTD02246,2025-03-12,ASR5665,Transfer,ATM,9929220,Regular,Denpasar,Electronics,Virtual Account,AUD,Success,Afternoon
BTD02247,2025-03-12,ASR9899,Deposit,ATM,2690368,Corporate,Jakarta,Utilities,QRIS,USD,Failed,Night
BTD02248,2025-03-12,ASR0768,Transfer,Teller,427226,Regular,Denpasar,Food,Credit Card,MYR,Pending,Afternoon
BTD02249,2025-03-12,ASR1460,Transfer,Mobile Apps,11728972,Premium,Makassar,Fashion,QRIS,KRW,Failed,Evening
BTD02250,2025-03-12,ASR9302,Deposit,Mobile Apps,4357915,Corporate,Manado,Utilities,Debit Card,SAR,Pending,Afternoon
BTD02251,2025-03-12,ASR4948,Withdrawal,Mobile Apps,3259797,Corporate,Bandung,Entertainment,QRIS,EUR,Success,Afternoon
BTD02252,2025-03-12,ASR0504,Withdrawal,Mobile Apps,6455893,Premium,Denpasar,Entertainment,Virtual Account,CNY,Success,Evening
BTD02253,2025-03-12,ASR2364,Payment,Mobile Apps,7400660,Corporate,Medan,Food,Debit Card,JPY,Failed,Night
BTD02254,2025-03-12,ASR7017,Deposit,ATM,7682601,Premium,Jayapura,Electronics,Virtual Account,EUR,Pending,Evening
BTD02255,2025-03-12,ASR5030,Withdrawal,Mobile Apps,12278013,Corporate,Palembang,Entertainment,Credit Card,EUR,Pending,Evening
BTD02256,2025-03-12,ASR2072,Transfer,Internet Banking,9969034,Corporate,Palembang,Food,Virtual Account,KRW,Pending,Morning
BTD02257,2025-03-12,ASR5490,Withdrawal,Internet Banking,13034000,Corporate,Denpasar,Utilities,Virtual Account,IDR,Pending,Afternoon
BTD02258,2025-03-12,ASR9181,Transfer,Mobile Apps,12124655,Regular,Denpasar,Electronics,Debit Card,EUR,Pending,Afternoon
BTD02259,2025-03-12,ASR2084,Payment,Mobile Apps,6181890,Corporate,Jakarta,Entertainment,Credit Card,SAR,Pending,Night
BTD02260,2025-03-12,ASR0365,Transfer,ATM,12071183,Premium,Bandung,Fashion,Credit Card,THB,Failed,Morning
BTD02261,2025-03-12,ASR7955,Withdrawal,Internet Banking,6998625,Premium,Makassar,Food,Credit Card,THB,Pending,Night
BTD02262,2025-03-12,ASR8833,Withdrawal,Mobile Apps,14223845,Corporate,Pontianak,Entertainment,QRIS,MYR,Pending,Night
BTD02263,2025-03-12,ASR4854,Withdrawal,ATM,2458000,Premium,Manado,Utilities,Debit Card,IDR,Pending,Morning
BTD02264,2025-03-12,ASR8418,Payment,Teller,2165912,Regular,Jakarta,Fashion,QRIS,CNY,Success,Evening
BTD02265,2025-03-12,ASR3260,Transfer,Mobile Apps,4618646,Corporate,Denpasar,Entertainment,Credit Card,CNY,Success,Afternoon
BTD02266,2025-03-12,ASR0438,Withdrawal,Mobile Apps,9759915,Premium,Denpasar,Food,Virtual Account,EUR,Success,Evening
BTD02267,2025-03-12,ASR7914,Deposit,Internet Banking,6006395,Premium,Jakarta,Fashion,Virtual Account,AUD,Success,Evening
BTD02268,2025-03-12,ASR0950,Deposit,Internet Banking,7801514,Premium,Makassar,Electronics,QRIS,SAR,Success,Afternoon
BTD02269,2025-03-12,ASR6761,Transfer,Mobile Apps,3448776,Premium,Manado,Entertainment,QRIS,SAR,Success,Morning
BTD02270,2025-03-12,ASR5442,Payment,Mobile Apps,2824000,Premium,Surabaya,Electronics,QRIS,IDR,Success,Night
BTD02271,2025-03-12,ASR4039,Deposit,ATM,2238000,Premium,Denpasar,Entertainment,QRIS,USD,Success,Evening
BTD02272,2025-03-12,ASR0767,Withdrawal,Mobile Apps,12274276,Premium,Jayapura,Fashion,Debit Card,SGD,Success,Evening
BTD02273,2025-03-12,ASR5562,Payment,ATM,7643683,Corporate,Pontianak,Utilities,Debit Card,MYR,Success,Evening
BTD02274,2025-03-12,ASR3826,Transfer,Internet Banking,11434430,Regular,Jakarta,Entertainment,QRIS,USD,Failed,Morning
BTD02275,2025-03-12,ASR5529,Payment,Internet Banking,3660113,Regular,Jayapura,Entertainment,Debit Card,MYR,Success,Evening
